"","X","price","speed","hd","ram","screen","cd","multi","premium","ads","trend"
"4966",4966,2345,66,528,8,15,"yes","no","yes",191,23
"4967",4967,1349,33,270,4,14,"no","no","no",191,23
"4968",4968,1199,33,428,4,15,"no","no","yes",191,23
"4969",4969,2040,33,1000,8,14,"yes","no","yes",191,23
"4970",4970,2804,33,1000,24,15,"yes","no","yes",191,23
"4971",4971,1545,50,214,4,14,"no","no","yes",191,23
"4972",4972,1579,66,212,4,15,"no","no","yes",191,23
"4973",4973,1609,50,425,8,15,"no","no","yes",191,23
"4974",4974,2893,33,1000,24,15,"yes","yes","yes",191,23
"4975",4975,1295,50,214,4,14,"no","no","yes",191,23
"4976",4976,2009,66,270,4,14,"no","no","no",191,23
"4977",4977,2845,50,1000,24,15,"yes","no","yes",191,23
"4978",4978,1495,33,340,8,14,"no","no","yes",191,23
"4979",4979,2840,33,1000,24,15,"yes","no","yes",191,23
"4980",4980,1940,50,528,8,14,"yes","no","yes",191,23
"4981",4981,1418,33,340,4,14,"yes","yes","yes",191,23
"4982",4982,1794,33,214,4,14,"no","no","yes",191,23
"4983",4983,1499,33,428,4,14,"yes","yes","yes",191,23
"4984",4984,2954,66,1000,24,15,"yes","no","yes",191,23
"4985",4985,1909,50,1000,8,15,"no","no","yes",191,23
"4986",4986,2904,33,1000,24,15,"yes","no","yes",191,23
"4987",4987,2209,66,540,8,17,"no","no","yes",191,23
"4988",4988,2594,33,720,16,15,"yes","no","yes",191,23
"4989",4989,1908,50,540,8,15,"yes","yes","yes",191,23
"4990",4990,2198,100,420,8,14,"yes","yes","yes",191,23
"4991",4991,2004,50,528,8,14,"yes","no","yes",191,23
"4992",4992,2898,100,730,16,15,"yes","yes","yes",191,23
"4993",4993,3140,33,1000,24,17,"yes","no","yes",191,23
"4994",4994,1699,66,420,8,14,"yes","no","yes",191,23
"4995",4995,1640,50,214,4,15,"no","no","yes",191,23
"4996",4996,1498,33,212,4,14,"yes","yes","yes",191,23
"4997",4997,1898,66,420,8,14,"yes","yes","yes",191,23
"4998",4998,2029,66,425,4,17,"no","no","yes",191,23
"4999",4999,2168,66,1000,8,14,"yes","yes","yes",191,23
"5000",5000,2118,66,1000,8,14,"yes","no","yes",191,23
"5001",5001,2194,50,528,8,14,"yes","no","yes",191,23
"5002",5002,1495,50,340,8,14,"no","no","yes",191,23
"5003",5003,1738,66,425,4,14,"yes","no","yes",191,23
"5004",5004,2640,33,720,16,17,"yes","no","yes",191,23
"5005",5005,1448,33,212,4,14,"yes","no","yes",191,23
"5006",5006,1489,33,424,4,15,"no","no","yes",191,23
"5007",5007,2404,50,720,16,15,"yes","no","yes",191,23
"5008",5008,1540,33,214,4,15,"no","no","yes",191,23
"5009",5009,3094,50,1000,24,15,"yes","no","yes",191,23
"5010",5010,1794,50,214,4,14,"no","no","yes",191,23
"5011",5011,2408,100,270,4,14,"no","no","no",191,23
"5012",5012,2454,66,720,16,15,"yes","no","yes",191,23
"5013",5013,1969,66,1000,8,14,"no","no","yes",191,23
"5014",5014,2904,50,1000,24,15,"yes","no","yes",191,23
"5015",5015,1545,66,340,8,14,"no","no","yes",191,23
"5016",5016,1718,66,340,4,14,"yes","yes","yes",191,23
"5017",5017,1604,33,214,4,14,"no","no","yes",191,23
"5018",5018,2993,33,1000,24,15,"yes","yes","yes",191,23
"5019",5019,2194,33,528,8,14,"yes","no","yes",191,23
"5020",5020,2345,50,720,16,15,"yes","no","yes",191,23
"5021",5021,2699,100,730,16,15,"yes","no","yes",191,23
"5022",5022,1940,50,528,8,15,"yes","no","yes",191,23
"5023",5023,2440,50,720,16,15,"yes","no","yes",191,23
"5024",5024,1604,50,214,4,14,"no","no","yes",191,23
"5025",5025,1808,50,425,8,15,"yes","yes","yes",191,23
"5026",5026,1574,50,270,4,14,"no","no","no",191,23
"5027",5027,2990,66,1000,24,15,"yes","no","yes",191,23
"5028",5028,1599,66,340,4,14,"yes","no","yes",191,23
"5029",5029,1598,33,424,4,14,"yes","yes","yes",191,23
"5030",5030,2493,33,720,16,15,"yes","yes","yes",191,23
"5031",5031,1654,66,214,4,14,"no","no","yes",191,23
"5032",5032,2795,100,528,16,14,"yes","no","yes",191,23
"5033",5033,1399,33,424,4,14,"no","no","yes",191,23
"5034",5034,1295,33,214,4,14,"no","no","yes",191,23
"5035",5035,2244,66,528,8,14,"yes","no","yes",191,23
"5036",5036,2404,33,720,16,15,"yes","no","yes",191,23
"5037",5037,2993,50,1000,24,15,"yes","yes","yes",191,23
"5038",5038,1489,66,212,4,14,"no","no","yes",191,23
"5039",5039,1688,66,212,4,14,"yes","yes","yes",191,23
"5040",5040,1199,33,340,4,14,"no","no","yes",191,23
"5041",5041,2845,33,1000,24,15,"yes","no","yes",191,23
"5042",5042,2745,33,1000,24,15,"yes","no","yes",191,23
"5043",5043,1990,66,528,8,15,"yes","no","yes",191,23
"5044",5044,2109,66,425,8,17,"no","no","yes",191,23
"5045",5045,2740,33,720,16,17,"yes","no","yes",191,23
"5046",5046,1899,66,730,8,14,"yes","yes","yes",191,23
"5047",5047,2490,66,720,16,15,"yes","no","yes",191,23
"5048",5048,1590,33,214,4,14,"no","no","yes",182,24
"5049",5049,1195,33,214,4,14,"no","no","yes",182,24
"5050",5050,1989,66,540,8,15,"no","no","yes",182,24
"5051",5051,2404,66,720,16,15,"yes","no","yes",182,24
"5052",5052,3140,66,1000,24,15,"yes","yes","yes",182,24
"5053",5053,1854,33,528,8,14,"yes","no","yes",182,24
"5054",5054,1490,33,214,4,14,"no","no","yes",182,24
"5055",5055,1890,50,528,8,14,"yes","no","yes",182,24
"5056",5056,1858,66,545,4,17,"yes","no","yes",182,24
"5057",5057,1890,33,528,8,14,"yes","no","yes",182,24
"5058",5058,1940,66,528,8,14,"yes","no","yes",182,24
"5059",5059,2944,33,1000,24,15,"yes","no","yes",182,24
"5060",5060,2423,50,720,16,15,"yes","yes","yes",182,24
"5061",5061,1399,66,428,4,14,"no","no","yes",182,24
"5062",5062,2354,50,720,16,15,"yes","no","yes",182,24
"5063",5063,1854,50,528,8,14,"yes","no","yes",182,24
"5064",5064,2295,50,720,16,15,"yes","no","yes",182,24
"5065",5065,2248,66,1000,8,14,"yes","no","yes",182,24
"5066",5066,1799,66,425,8,14,"no","no","yes",182,24
"5067",5067,2804,66,1000,24,15,"yes","no","yes",182,24
"5068",5068,1545,66,214,4,14,"no","no","yes",182,24
"5069",5069,1644,33,214,4,14,"no","no","yes",182,24
"5070",5070,1744,33,214,4,14,"no","no","yes",182,24
"5071",5071,2590,33,720,16,17,"yes","no","yes",182,24
"5072",5072,1454,33,214,4,14,"no","no","yes",182,24
"5073",5073,1779,33,424,4,17,"no","no","yes",182,24
"5074",5074,2040,50,1000,8,14,"yes","no","yes",182,24
"5075",5075,2740,66,720,16,17,"yes","no","yes",182,24
"5076",5076,2335,33,212,8,17,"yes","yes","yes",182,24
"5077",5077,2058,66,545,8,17,"yes","no","yes",182,24
"5078",5078,1568,33,428,4,15,"yes","yes","yes",182,24
"5079",5079,2345,66,720,16,15,"yes","no","yes",182,24
"5080",5080,1899,66,730,8,15,"yes","no","yes",182,24
"5081",5081,1794,66,214,4,14,"no","no","yes",182,24
"5082",5082,2745,66,1000,24,15,"yes","no","yes",182,24
"5083",5083,1499,33,428,4,14,"yes","yes","yes",182,24
"5084",5084,2254,33,720,16,15,"yes","no","yes",182,24
"5085",5085,2095,66,528,8,15,"yes","no","yes",182,24
"5086",5086,1823,33,528,8,14,"yes","yes","yes",182,24
"5087",5087,2339,66,540,8,17,"no","no","yes",182,24
"5088",5088,1889,66,425,8,15,"no","no","yes",182,24
"5089",5089,2944,50,1000,24,15,"yes","no","yes",182,24
"5090",5090,1999,66,730,8,15,"yes","no","yes",182,24
"5091",5091,1345,66,214,4,14,"no","no","yes",182,24
"5092",5092,1890,50,528,8,15,"yes","no","yes",182,24
"5093",5093,2754,50,1000,24,15,"yes","no","yes",182,24
"5094",5094,2699,100,730,16,15,"yes","no","yes",182,24
"5095",5095,2098,66,540,8,14,"yes","yes","yes",182,24
"5096",5096,2195,33,720,16,15,"yes","no","yes",182,24
"5097",5097,1599,66,340,8,15,"no","no","yes",182,24
"5098",5098,2258,66,730,8,17,"yes","yes","yes",182,24
"5099",5099,2295,33,720,16,15,"yes","no","yes",182,24
"5100",5100,1999,100,420,8,14,"yes","no","yes",182,24
"5101",5101,2323,33,720,16,15,"yes","yes","yes",182,24
"5102",5102,1754,33,528,8,14,"yes","no","yes",182,24
"5103",5103,2390,33,720,16,15,"yes","no","yes",182,24
"5104",5104,1923,50,528,8,14,"yes","yes","yes",182,24
"5105",5105,1295,33,214,4,14,"no","no","yes",182,24
"5106",5106,1973,66,528,8,14,"yes","yes","yes",182,24
"5107",5107,1368,50,428,4,15,"no","no","yes",182,24
"5108",5108,2790,33,1000,24,15,"yes","no","yes",182,24
"5109",5109,2390,50,720,16,15,"yes","no","yes",182,24
"5110",5110,1339,33,424,4,14,"no","no","yes",182,24
"5111",5111,1495,33,214,4,14,"no","no","yes",182,24
"5112",5112,2044,33,528,8,14,"yes","no","yes",182,24
"5113",5113,1890,33,528,8,15,"yes","no","yes",182,24
"5114",5114,1899,66,540,8,14,"no","no","yes",182,24
"5115",5115,1944,33,528,8,14,"yes","no","yes",182,24
"5116",5116,1640,66,214,4,14,"no","no","yes",182,24
"5117",5117,1989,66,425,8,15,"yes","yes","yes",182,24
"5118",5118,2840,66,1000,24,15,"yes","no","yes",182,24
"5119",5119,2094,66,528,8,14,"yes","no","yes",182,24
"5120",5120,1490,33,214,4,15,"no","no","yes",182,24
"5121",5121,1199,33,210,4,14,"no","no","yes",182,24
"5122",5122,1795,33,528,8,14,"yes","no","yes",182,24
"5123",5123,2690,33,720,16,17,"yes","no","yes",182,24
"5124",5124,2259,66,730,8,17,"yes","yes","yes",182,24
"5125",5125,1828,33,428,4,17,"yes","yes","yes",182,24
"5126",5126,2994,66,1000,24,15,"yes","no","yes",182,24
"5127",5127,2099,66,1000,8,14,"no","no","yes",182,24
"5128",5128,2399,66,730,16,15,"yes","no","yes",182,24
"5129",5129,1628,50,428,4,17,"no","no","yes",182,24
"5130",5130,1604,66,214,4,14,"no","no","yes",182,24
"5131",5131,1640,66,214,4,15,"no","no","yes",182,24
"5132",5132,1398,50,340,4,14,"yes","yes","yes",182,24
"5133",5133,2440,66,720,16,15,"yes","no","yes",182,24
"5134",5134,1590,50,214,4,14,"no","no","yes",182,24
"5135",5135,1845,66,528,8,14,"yes","no","yes",182,24
"5136",5136,2258,66,730,8,17,"yes","no","yes",182,24
"5137",5137,1985,33,212,8,15,"yes","yes","yes",182,24
"5138",5138,2354,33,720,16,15,"yes","no","yes",182,24
"5139",5139,1998,66,425,8,14,"yes","yes","yes",182,24
"5140",5140,2199,66,540,8,15,"yes","yes","yes",182,24
"5141",5141,1795,50,528,8,14,"yes","no","yes",182,24
"5142",5142,1698,66,540,8,14,"yes","yes","yes",182,24
"5143",5143,2544,33,720,16,15,"yes","no","yes",182,24
"5144",5144,2040,33,1000,8,14,"yes","no","yes",182,24
"5145",5145,1438,33,212,4,14,"yes","yes","yes",182,24
"5146",5146,2249,66,270,8,14,"no","no","no",182,24
"5147",5147,1495,66,528,8,14,"no","no","yes",182,24
"5148",5148,1590,33,214,4,15,"no","no","yes",182,24
"5149",5149,1999,66,730,8,15,"yes","yes","yes",182,24
"5150",5150,1388,33,212,4,14,"yes","no","yes",182,24
"5151",5151,2690,50,720,16,17,"yes","no","yes",182,24
"5152",5152,2754,33,1000,24,15,"yes","no","yes",182,24
"5153",5153,2695,33,1000,24,15,"yes","no","yes",182,24
"5154",5154,2189,66,1000,8,15,"no","no","yes",182,24
"5155",5155,2690,33,1000,24,15,"yes","no","yes",182,24
"5156",5156,2339,66,425,8,17,"yes","yes","yes",182,24
"5157",5157,1239,33,212,4,14,"no","no","yes",182,24
"5158",5158,1758,50,545,4,17,"yes","no","yes",182,24
"5159",5159,1899,66,730,8,14,"yes","yes","yes",182,24
"5160",5160,2290,33,720,16,15,"yes","no","yes",182,24
"5161",5161,1799,66,545,8,15,"yes","no","yes",182,24
"5162",5162,2594,66,720,16,15,"yes","no","yes",182,24
"5163",5163,1948,66,425,8,14,"yes","no","yes",182,24
"5164",5164,1468,66,428,4,15,"no","no","yes",182,24
"5165",5165,1299,50,428,4,14,"no","no","yes",182,24
"5166",5166,2695,50,1000,24,15,"yes","no","yes",182,24
"5167",5167,1679,33,212,4,17,"no","no","yes",182,24
"5168",5168,1199,33,340,4,14,"no","no","yes",182,24
"5169",5169,1790,33,528,8,15,"yes","no","yes",182,24
"5170",5170,2844,33,1000,24,15,"yes","no","yes",182,24
"5171",5171,1789,33,212,8,15,"yes","yes","yes",182,24
"5172",5172,1699,66,420,8,14,"yes","no","yes",182,24
"5173",5173,2159,66,730,8,17,"yes","no","yes",182,24
"5174",5174,1299,50,340,4,14,"yes","no","yes",182,24
"5175",5175,2239,66,425,8,17,"no","no","yes",182,24
"5176",5176,2298,66,1000,8,14,"yes","yes","yes",182,24
"5177",5177,1744,50,214,4,14,"no","no","yes",182,24
"5178",5178,1499,50,545,4,15,"yes","no","yes",182,24
"5179",5179,2473,66,720,16,15,"yes","yes","yes",182,24
"5180",5180,1395,66,528,8,14,"no","no","yes",182,24
"5181",5181,2654,33,1000,24,15,"yes","no","yes",182,24
"5182",5182,1599,66,540,8,14,"yes","no","yes",182,24
"5183",5183,2790,50,1000,24,15,"yes","no","yes",182,24
"5184",5184,2423,33,720,16,15,"yes","yes","yes",182,24
"5185",5185,1395,33,214,4,14,"no","no","yes",182,24
"5186",5186,1895,33,212,8,14,"yes","yes","yes",182,24
"5187",5187,1399,33,210,4,14,"yes","yes","yes",182,24
"5188",5188,1429,33,424,4,15,"no","no","yes",182,24
"5189",5189,1923,33,528,8,14,"yes","yes","yes",182,24
"5190",5190,1488,33,424,4,14,"yes","no","yes",182,24
"5191",5191,1904,66,528,8,14,"yes","no","yes",182,24
"5192",5192,1495,50,214,4,14,"no","no","yes",182,24
"5193",5193,1528,33,428,4,17,"no","no","yes",182,24
"5194",5194,1545,66,528,8,14,"no","no","yes",182,24
"5195",5195,1295,50,214,4,14,"no","no","yes",182,24
"5196",5196,2595,33,1000,24,15,"yes","no","yes",182,24
"5197",5197,2090,66,1000,8,14,"yes","no","yes",182,24
"5198",5198,1590,50,214,4,15,"no","no","yes",182,24
"5199",5199,1799,66,420,8,14,"yes","yes","yes",182,24
"5200",5200,2539,66,1000,8,17,"no","no","yes",182,24
"5201",5201,1329,33,212,4,15,"no","no","yes",182,24
"5202",5202,1899,66,425,8,14,"yes","yes","yes",182,24
"5203",5203,1940,66,528,8,15,"yes","no","yes",182,24
"5204",5204,1538,33,424,4,14,"yes","yes","yes",182,24
"5205",5205,2048,66,540,8,14,"yes","no","yes",182,24
"5206",5206,2044,50,528,8,14,"yes","no","yes",182,24
"5207",5207,2840,100,528,16,15,"yes","no","yes",182,24
"5208",5208,1499,50,340,4,15,"yes","yes","yes",182,24
"5209",5209,1699,33,212,8,14,"yes","yes","yes",182,24
"5210",5210,1790,33,528,8,14,"yes","no","yes",182,24
"5211",5211,2598,66,730,16,15,"yes","yes","yes",182,24
"5212",5212,1898,66,420,8,14,"yes","yes","yes",182,24
"5213",5213,2139,33,212,8,17,"yes","yes","yes",182,24
"5214",5214,1599,66,545,4,15,"yes","no","yes",182,24
"5215",5215,1268,33,428,4,15,"no","no","yes",182,24
"5216",5216,2898,100,730,16,15,"yes","yes","yes",182,24
"5217",5217,2544,50,720,16,15,"yes","no","yes",182,24
"5218",5218,1554,50,214,4,14,"no","no","yes",182,24
"5219",5219,2295,66,528,8,15,"yes","no","yes",182,24
"5220",5220,2444,33,720,16,15,"yes","no","yes",182,24
"5221",5221,2990,33,1000,24,15,"yes","yes","yes",182,24
"5222",5222,3090,33,1000,24,15,"yes","yes","yes",182,24
"5223",5223,1728,66,428,4,17,"no","no","yes",182,24
"5224",5224,1695,33,528,8,14,"yes","no","yes",182,24
"5225",5225,1998,66,730,8,15,"yes","yes","yes",182,24
"5226",5226,1554,33,214,4,14,"no","no","yes",182,24
"5227",5227,1940,33,1000,8,14,"yes","no","yes",182,24
"5228",5228,1199,33,428,4,14,"no","no","yes",182,24
"5229",5229,2198,100,420,8,14,"yes","yes","yes",182,24
"5230",5230,2290,33,720,16,15,"yes","no","yes",158,25
"5231",5231,1718,66,428,4,17,"no","no","yes",158,25
"5232",5232,1568,50,428,4,15,"yes","yes","yes",158,25
"5233",5233,2595,33,1000,24,15,"yes","no","yes",158,25
"5234",5234,1899,66,730,8,15,"yes","no","yes",158,25
"5235",5235,1605,66,540,8,15,"no","no","yes",158,25
"5236",5236,2444,33,720,16,15,"yes","no","yes",158,25
"5237",5237,1640,66,214,4,15,"no","no","yes",158,25
"5238",5238,1490,33,214,4,15,"no","no","yes",158,25
"5239",5239,2195,33,720,16,15,"yes","no","yes",158,25
"5240",5240,2248,66,730,8,17,"yes","no","yes",158,25
"5241",5241,1199,33,210,4,14,"no","no","yes",158,25
"5242",5242,1495,33,214,4,14,"no","no","yes",158,25
"5243",5243,1299,50,340,4,14,"yes","no","yes",158,25
"5244",5244,1398,50,340,4,14,"yes","yes","yes",158,25
"5245",5245,1699,33,212,8,14,"yes","yes","yes",158,25
"5246",5246,1599,66,545,4,15,"yes","no","yes",158,25
"5247",5247,1923,33,528,8,14,"yes","yes","yes",158,25
"5248",5248,1680,66,540,8,15,"yes","no","yes",158,25
"5249",5249,1848,66,545,4,17,"yes","no","yes",158,25
"5250",5250,2345,66,720,16,15,"yes","no","yes",158,25
"5251",5251,1295,33,214,4,14,"no","no","yes",158,25
"5252",5252,1799,66,420,8,14,"yes","yes","yes",158,25
"5253",5253,2423,33,720,16,15,"yes","yes","yes",158,25
"5254",5254,3140,66,1000,24,15,"yes","yes","yes",158,25
"5255",5255,2590,33,720,16,17,"yes","no","yes",158,25
"5256",5256,2740,66,720,16,17,"yes","no","yes",158,25
"5257",5257,1973,66,528,8,14,"yes","yes","yes",158,25
"5258",5258,1940,66,528,8,14,"yes","no","yes",158,25
"5259",5259,2295,33,720,16,15,"yes","no","yes",158,25
"5260",5260,1999,66,730,8,15,"yes","no","yes",158,25
"5261",5261,1989,33,212,8,15,"yes","yes","yes",158,25
"5262",5262,1898,66,420,8,14,"yes","yes","yes",158,25
"5263",5263,2699,100,730,16,15,"yes","no","yes",158,25
"5264",5264,2390,33,720,16,15,"yes","no","yes",158,25
"5265",5265,1399,33,210,4,14,"yes","yes","yes",158,25
"5266",5266,1618,50,428,4,17,"no","no","yes",158,25
"5267",5267,2473,66,720,16,15,"yes","yes","yes",158,25
"5268",5268,2990,33,1000,24,15,"yes","yes","yes",158,25
"5269",5269,1545,66,528,8,14,"no","no","yes",158,25
"5270",5270,1644,33,214,4,14,"no","no","yes",158,25
"5271",5271,1495,33,528,8,14,"no","no","yes",158,25
"5272",5272,2328,100,270,4,14,"no","no","no",158,25
"5273",5273,1885,66,730,8,15,"yes","yes","yes",158,25
"5274",5274,1790,33,528,8,15,"yes","no","yes",158,25
"5275",5275,1989,66,425,8,15,"yes","yes","yes",158,25
"5276",5276,1518,33,428,4,17,"no","no","yes",158,25
"5277",5277,1699,66,420,8,14,"yes","no","yes",158,25
"5278",5278,2090,66,1000,8,14,"yes","no","yes",158,25
"5279",5279,1490,33,214,4,14,"no","no","yes",158,25
"5280",5280,1659,66,425,8,14,"yes","no","yes",158,25
"5281",5281,1845,66,528,8,14,"yes","no","yes",158,25
"5282",5282,1854,33,528,8,14,"yes","no","yes",158,25
"5283",5283,2440,66,720,16,15,"yes","no","yes",158,25
"5284",5284,1865,66,540,8,17,"no","no","yes",158,25
"5285",5285,1295,50,214,4,14,"no","no","yes",158,25
"5286",5286,2690,33,1000,24,15,"yes","no","yes",158,25
"5287",5287,1590,33,214,4,14,"no","no","yes",158,25
"5288",5288,1599,66,540,8,15,"no","no","yes",158,25
"5289",5289,1899,66,425,8,14,"yes","yes","yes",158,25
"5290",5290,2148,66,730,8,17,"yes","yes","yes",158,25
"5291",5291,1590,33,214,4,15,"no","no","yes",158,25
"5292",5292,1578,50,270,4,14,"no","no","no",158,25
"5293",5293,1399,66,428,4,14,"no","no","yes",158,25
"5294",5294,1828,66,270,4,14,"no","no","no",158,25
"5295",5295,1468,66,428,4,15,"no","no","yes",158,25
"5296",5296,2323,33,720,16,15,"yes","yes","yes",158,25
"5297",5297,2159,66,730,8,17,"yes","no","yes",158,25
"5298",5298,1899,33,212,8,14,"yes","yes","yes",158,25
"5299",5299,1199,33,340,4,14,"no","no","yes",158,25
"5300",5300,2075,66,1080,8,15,"yes","yes","yes",158,25
"5301",5301,1795,66,540,8,15,"yes","no","yes",158,25
"5302",5302,2254,33,720,16,15,"yes","no","yes",158,25
"5303",5303,2944,33,1000,24,15,"yes","no","yes",158,25
"5304",5304,1818,50,428,4,17,"yes","yes","yes",158,25
"5305",5305,1599,66,540,8,14,"yes","no","yes",158,25
"5306",5306,2898,100,730,16,15,"yes","yes","yes",158,25
"5307",5307,1789,33,212,8,15,"yes","yes","yes",158,25
"5308",5308,2598,66,730,16,15,"yes","yes","yes",158,25
"5309",5309,2690,33,720,16,17,"yes","no","yes",158,25
"5310",5310,1748,50,545,4,17,"yes","no","yes",158,25
"5311",5311,2259,66,730,8,17,"yes","yes","yes",158,25
"5312",5312,2544,33,720,16,15,"yes","no","yes",158,25
"5313",5313,2404,66,720,16,15,"yes","no","yes",158,25
"5314",5314,2215,66,730,16,15,"yes","yes","yes",158,25
"5315",5315,1640,66,214,4,14,"no","no","yes",158,25
"5316",5316,1904,66,528,8,14,"yes","no","yes",158,25
"5317",5317,1999,100,420,8,14,"yes","no","yes",158,25
"5318",5318,2354,33,720,16,15,"yes","no","yes",158,25
"5319",5319,2804,66,1000,24,15,"yes","no","yes",158,25
"5320",5320,1790,33,528,8,14,"yes","no","yes",158,25
"5321",5321,2844,33,1000,24,15,"yes","no","yes",158,25
"5322",5322,2099,66,425,8,17,"yes","no","yes",158,25
"5323",5323,1698,66,540,8,14,"yes","yes","yes",158,25
"5324",5324,1195,33,214,4,14,"no","no","yes",158,25
"5325",5325,2529,66,364,8,14,"no","no","no",158,25
"5326",5326,2840,66,1000,24,15,"yes","no","yes",158,25
"5327",5327,2295,66,528,8,15,"yes","no","yes",158,25
"5328",5328,1395,33,528,8,14,"no","no","yes",158,25
"5329",5329,1799,66,545,8,15,"yes","no","yes",158,25
"5330",5330,1499,50,428,4,14,"yes","yes","yes",158,25
"5331",5331,2790,33,1000,24,15,"yes","no","yes",158,25
"5332",5332,1899,66,730,8,15,"yes","yes","yes",158,25
"5333",5333,2754,33,1000,24,15,"yes","no","yes",158,25
"5334",5334,2994,66,1000,24,15,"yes","no","yes",158,25
"5335",5335,1695,33,528,8,14,"yes","no","yes",158,25
"5336",5336,3090,33,1000,24,15,"yes","yes","yes",158,25
"5337",5337,2399,66,730,16,15,"yes","no","yes",158,25
"5338",5338,2745,66,1000,24,15,"yes","no","yes",158,25
"5339",5339,1495,50,528,8,14,"no","no","yes",158,25
"5340",5340,2594,66,720,16,15,"yes","no","yes",158,25
"5341",5341,2695,33,1000,24,15,"yes","no","yes",158,25
"5342",5342,1998,66,730,8,15,"yes","yes","yes",158,25
"5343",5343,1890,33,528,8,14,"yes","no","yes",158,25
"5344",5344,1345,66,214,4,14,"no","no","yes",158,25
"5345",5345,1299,50,428,4,14,"no","no","yes",158,25
"5346",5346,3029,100,364,8,14,"no","no","no",158,25
"5347",5347,2249,66,270,8,14,"no","no","no",158,25
"5348",5348,1940,66,528,8,15,"yes","no","yes",158,25
"5349",5349,1499,50,545,4,15,"yes","no","yes",158,25
"5350",5350,2139,33,212,8,17,"yes","yes","yes",158,25
"5351",5351,2339,66,425,8,17,"yes","yes","yes",158,25
"5352",5352,2048,66,545,8,17,"yes","no","yes",158,25
"5353",5353,1823,33,528,8,14,"yes","yes","yes",158,25
"5354",5354,2019,66,1000,8,15,"yes","no","yes",158,25
"5355",5355,1899,66,540,8,15,"yes","yes","yes",158,25
"5356",5356,1950,66,730,8,15,"yes","yes","yes",158,25
"5357",5357,1929,66,1000,8,14,"yes","no","yes",158,25
"5358",5358,2198,100,420,8,14,"yes","yes","yes",158,25
"5359",5359,1944,33,528,8,14,"yes","no","yes",158,25
"5360",5360,1855,66,730,8,15,"yes","no","yes",158,25
"5361",5361,1268,33,428,4,15,"no","no","yes",158,25
"5362",5362,2094,66,528,8,14,"yes","no","yes",158,25
"5363",5363,1754,33,528,8,14,"yes","no","yes",158,25
"5364",5364,2654,33,1000,24,15,"yes","no","yes",158,25
"5365",5365,1499,50,340,4,14,"yes","yes","yes",158,25
"5366",5366,1940,33,1000,8,14,"yes","no","yes",158,25
"5367",5367,2369,66,1000,8,17,"yes","no","yes",158,25
"5368",5368,1890,33,528,8,15,"yes","no","yes",158,25
"5369",5369,1794,66,214,4,14,"no","no","yes",158,25
"5370",5370,1899,66,730,8,14,"yes","yes","yes",158,25
"5371",5371,1545,66,214,4,14,"no","no","yes",158,25
"5372",5372,1554,33,214,4,14,"no","no","yes",158,25
"5373",5373,1395,33,214,4,14,"no","no","yes",158,25
"5374",5374,2339,33,212,8,17,"yes","yes","yes",158,25
"5375",5375,1795,33,528,8,14,"yes","no","yes",158,25
"5376",5376,1199,33,428,4,14,"no","no","yes",158,25
"5377",5377,1454,33,214,4,14,"no","no","yes",158,25
"5378",5378,1545,66,540,8,15,"no","no","yes",158,25
"5379",5379,2279,50,364,8,14,"no","no","no",158,25
"5380",5380,2595,66,528,8,15,"yes","no","yes",158,25
"5381",5381,1795,66,540,8,15,"yes","yes","yes",158,25
"5382",5382,2040,33,1000,8,14,"yes","no","yes",158,25
"5383",5383,1749,66,425,8,15,"yes","no","yes",158,25
"5384",5384,1604,66,214,4,14,"no","no","yes",158,25
"5385",5385,1368,50,428,4,15,"no","no","yes",158,25
"5386",5386,2044,33,528,8,14,"yes","no","yes",158,25
"5387",5387,1744,33,214,4,14,"no","no","yes",158,25
"5388",5388,2238,100,545,8,17,"yes","no","yes",152,26
"5389",5389,1698,66,540,8,14,"yes","yes","yes",152,26
"5390",5390,1890,100,340,4,14,"no","no","yes",152,26
"5391",5391,2495,66,364,8,14,"no","no","no",152,26
"5392",5392,2699,100,730,16,15,"yes","no","yes",152,26
"5393",5393,1748,50,428,4,17,"yes","yes","yes",152,26
"5394",5394,1935,66,1000,8,14,"yes","no","yes",152,26
"5395",5395,2304,66,720,16,15,"yes","no","yes",152,26
"5396",5396,1454,50,340,4,14,"no","no","yes",152,26
"5397",5397,2338,100,850,8,17,"yes","no","yes",152,26
"5398",5398,1799,75,545,8,15,"yes","no","yes",152,26
"5399",5399,2373,66,720,16,15,"yes","yes","yes",152,26
"5400",5400,1929,66,1000,8,14,"yes","no","yes",152,26
"5401",5401,2399,66,730,16,15,"yes","no","yes",152,26
"5402",5402,1899,100,545,8,15,"yes","no","yes",152,26
"5403",5403,2723,100,720,16,15,"yes","yes","yes",152,26
"5404",5404,1745,66,528,8,14,"yes","no","yes",152,26
"5405",5405,1998,66,730,8,15,"yes","yes","yes",152,26
"5406",5406,1994,100,340,4,14,"no","no","yes",152,26
"5407",5407,2340,66,720,16,15,"yes","no","yes",152,26
"5408",5408,2794,100,720,16,15,"yes","no","yes",152,26
"5409",5409,2190,100,528,8,14,"yes","no","yes",152,26
"5410",5410,2940,50,1000,24,17,"yes","no","yes",152,26
"5411",5411,1840,66,528,8,14,"yes","no","yes",152,26
"5412",5412,1540,66,340,4,15,"no","no","yes",152,26
"5413",5413,2285,100,1000,8,14,"yes","no","yes",152,26
"5414",5414,2190,100,528,8,15,"yes","no","yes",152,26
